w and h;memory;operations
3825;349061850;3043739925
3826;349252584;3039910040
3827;349443370;3045308461
3828;349634208;3048534984
3829;349825098;3057414381
3830;350016040;3053237700
3831;350207034;3053433423
3832;350398080;3048041776
3833;350589178;3057760418
3834;350780328;3062959596
3835;350971530;3066431485
3836;351162784;3067296288
3837;351354090;3069584652
3838;351545448;3063514628
3839;351736858;3070520497
3840;351928320;3071846400
3841;352119834;3085820990
3842;352311400;3079232372
3843;352503018;3077716509
3844;352694688;3078059936
3845;352886410;3083313190
3846;353078184;3084715068
3847;353270010;3084955464
3848;353461888;3091498592
3849;353653818;3093037155
3850;353845800;3089817500
3851;354037834;3105484910
3852;354229920;3100544136
3853;354422058;3108007038
3854;354614248;3105584032
3855;354806490;3101648190
3856;354998784;3098990080
3857;355191130;3112336724
3858;355383528;3116191476
3859;355575978;3112055819
3860;355768480;3118108000
3861;355961034;3122282592
3862;356153640;3123199400
3863;356346298;3119561787
3864;356539008;3123858528
3865;356731770;3135574010
3866;356924584;3126155848
3867;357117450;3129450957
3868;357310368;3127486872
3869;357503338;3133286436
3870;357696360;3139870320
3871;357889434;3143325549
3872;358082560;3143963328
3873;358275738;3151204482
3874;358468968;3140365124
3875;358662250;3148844375
3876;358855584;3151730640
3877;359048970;3160007005
3878;359242408;3155505332
3879;359435898;3159484290
3880;359629440;3154440000
3881;359823034;3168339732
3882;360016680;3165188700
3883;360210378;3164672181
3884;360404128;3168769168
3885;360597930;3168291315
3886;360791784;3167867200
3887;360985690;3172413920
3888;361179648;3182086944
3889;361373658;3188579433
3890;361567720;3184213960
3891;361761834;3185258202
3892;361956000;3180845976
3893;362150218;3189889163
3894;362344488;3191280972
3895;362538810;3192400425
3896;362733184;3194268064
3897;362927610;3198131505
3898;363122088;3193841892
3899;363316618;3196793999
3900;363511200;3204388200
3901;363705834;3216319886
3902;363900520;3208918956
3903;364095258;3206220828
3904;364290048;3205738368
3905;364484890;3217376360
3906;364679784;3215044224
3907;364874730;3224079842
3908;365069728;3220895440
3909;365264778;3222689052
3910;365459880;3221331700
3911;365655034;3230857545
3912;365850240;3226907088
3913;366045498;3238132716
3914;366240808;3238521880
3915;366436170;3236710590
3916;366631584;3233433368
3917;366827050;3241999058
3918;367022568;3243915936
3919;367218138;3242274918
3920;367413760;3249476160
3921;367609434;3257386434
3922;367805160;3246176648
3923;368000938;3252700528
3924;368196768;3258081504
3925;368392650;3263798425
3926;368588584;3257983248
3927;368784570;3264338385
3928;368980608;3264348688
3929;369176698;3268444733
3930;369372840;3268691040
3931;369569034;3271476475
3932;369765280;3273893296
3933;369961578;3275339472
3934;370157928;3276313880
3935;370354330;3280263220
3936;370550784;3275610048
3937;370747290;3292658769
3938;370943848;3287970092
3939;371140458;3287560302
3940;371337120;3291925160
3941;371533834;3296890842
3942;371730600;3296536920
3943;371927418;3298579738
3944;372124288;3301285760
3945;372321210;3302848680
3946;372518184;3297987880
3947;372715210;3307088678
3948;372912288;3309916344
3949;373109418;3319951943
3950;373306600;3315385100
3951;373503834;3317457150
3952;373701120;3310874944
3953;373898458;3323251523
3954;374095848;3324768348
3955;374293290;3320784110
3956;374490784;3326655784
3957;374688330;3330440706
3958;374885928;3323698836
3959;375083578;3330706700
3960;375281280;3338050320
3961;375479034;3351445671
3962;375676840;3342565072
3963;375874698;3346048086
3964;376072608;3340201176
3965;376270570;3345345835
3966;376468584;3352364616
3967;376666650;3348088495
3968;376864768;3350674432
3969;377062938;3359921229
3970;377261160;3356754100
3971;377459434;3362638829
3972;377657760;3368295720
3973;377856138;3369425813
3974;378054568;3369451276
3975;378253050;3368828400
3976;378451584;3366542816
3977;378650170;3377534859
3978;378848808;3378038040
3979;379047498;3383375532
3980;379246240;3383031840
3981;379445034;3386939256
3982;379643880;3379180948
3983;379842778;3389222326
3984;380041728;3388097184
3985;380240730;3397782355
3986;380439784;3391838868
3987;380638890;3394491930
3988;380838048;3392216728
3989;381037258;3399513558
3990;381236520;3405752280
3991;381435834;3412835803
3992;381635200;3410565200
3993;381834618;3412050444
3994;382034088;3410524528
3995;382233610;3412209400
3996;382433184;3417091488
3997;382632810;3425001321
3998;382832488;3421360464
3999;383032218;3420220731
4000;383232000;3422272000
4001;383431834;3433330118
4002;383631720;3431450868
4003;383831658;3434125664
4004;384031648;3434671240
4005;384231690;3444760575
4006;384431784;3433871092
4007;384631930;3437160523
4008;384832128;3443168592
4009;385032378;3452274179
4010;385232680;3452553860
4011;385433034;3453707649
4012;385633440;3445818536
4013;385833898;3455489962
4014;386034408;3458976192
4015;386234970;3459014845
4016;386435584;3461735776
4017;386636250;3464967792
4018;386836968;3465838404
4019;387037738;3473404674
4020;387238560;3473746320
4021;387439434;3481454178
4022;387640360;3478466920
4023;387841338;3476386944
4024;388042368;3474691808
4025;388243450;3480985025
4026;388444584;3485863788
4027;388645770;3486701437
4028;388847008;3489496680
4029;389048298;3488606346
4030;389249640;3488021420
4031;389451034;3499278852
4032;389652480;3500969472
4033;389853978;3511149965
4034;390055528;3505166804
4035;390257130;3503283840
4036;390458784;3498792256
4037;390660490;3511136343
4038;390862248;3515579712
4039;391064058;3512152840
4040;391265920;3515624160
4041;391467834;3525085530
4042;391669800;3518261892
4043;391871818;3523240006
4044;392073888;3527314296
4045;392276010;3533833350
4046;392478184;3527343260
4047;392680410;3536879697
4048;392882688;3533005344
4049;393085018;3541032705
4050;393287400;3539910600
4051;393489834;3548485603
4052;393692320;3546893888
4053;393894858;3545840004
4054;394097448;3545239216
4055;394300090;3548773800
4056;394502784;3552520608
4057;394705530;3565660787
4058;394908328;3563362264
4059;395111178;3559158504
4060;395314080;3561229000
4061;395517034;3573050545
4062;395720040;3570351768
4063;395923098;3566086974
4064;396126208;3572150336
4065;396329370;3576777240
4066;396532584;3568573692
4067;396735850;3577390138
4068;396939168;3584477520
4069;397142538;3589456143
4070;397345960;3589780700
4071;397549434;3594127131
4072;397752960;3586544304
4073;397956538;3594255507
4074;398160168;3598670124
4075;398363850;3601452400
4076;398567584;3599083544
4077;398771370;3602791899
4078;398975208;3602301300
4079;399179098;3604612300
4080;399383040;3607772640
4081;399587034;3623328093
4082;399791080;3618390932
4083;399995178;3617746233
4084;400199328;3612167312
4085;400403530;3620858215
4086;400607784;3625646724
4087;400812090;3623730376
4088;401016448;3627372336
4089;401220858;3632933385
4090;401425320;3631429200
4091;401629834;3637144460
4092;401834400;3638426352
4093;402039018;3646048493
4094;402243688;3642505492
4095;402448410;3644165070
4096;402653184;3643113472
